what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1377848216926
java.version,sysinfo,,,"1.6.0_23",1377848216926
java.vm.info,sysinfo,,,"mixed mode",1377848216926
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1377848216926
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1377848216926
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1377848216926
java.vm.specification.version,sysinfo,,,"1.0",1377848216926
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1377848216926
java.vm.version,sysinfo,,,"19.0-b09",1377848216926
started,bundle,com.altera.sbtgui.core,13.0.0.156-2,"com.altera.sbtgui.core",1377848217151
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377848217453
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1377848217889
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1377848217936
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1377848217943
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1377848217967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848219256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377848239179
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1377848248990
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1377848249141
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1377848251173
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1377848253791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848264411
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1377848268391
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1377848268395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1377848270677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848271032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848271743
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377848274956
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377848275016
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1377848275479
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1377848275507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377848285006
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377848286945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848289475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848303229
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848313627
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1377848316607
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848317202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848317331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848349340
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377848350869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848356555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848360270
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848360311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377848446985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848449378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848464098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377848548435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377848558164
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377848568265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848569871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848648161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848648213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848652378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848693465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848809438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848813617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848837584
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848837601
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1377848838842
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377848841859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848843354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848845123
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848848015
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377848849828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848852105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848855566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848860452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848873175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848873909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848880926
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377848880940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848907008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848927479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848929187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848943834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848944894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848954643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377848961167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849002692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849018477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849019316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849041073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849057516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849077073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849090055
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849091346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849092621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849163286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849187244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849203426
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377849208979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849215585
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849216314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849217831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849219001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377849223131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849225061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849226426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849227526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849279754
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377849281766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849286067
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849286794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849288408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849292451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377849294348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849295155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849370613
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377849371739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849376522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849377409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849378897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849383526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377849387803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849388604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849428633
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377849430076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849433443
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849434353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849436585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849440847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377849442623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849443530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849535515
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1377849537469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377849540308
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377849541023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849542367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849546610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377849548675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849549513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849604231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849605035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849605925
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1377849606037
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377849606303
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1377849606662
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1377849606663
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156-2,"com.altera.debug.cdi.gdb.plugin",1377849606669
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156-2,"com.altera.sbtgui.launch",1377849606669
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156-2,"com.altera.sbtgui.ui",1377849606669
stopped,bundle,com.altera.sbtgui.project,13.0.0.156-2,"com.altera.sbtgui.project",1377849606669
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1377849606669
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1377849606669
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1377849606669
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1377849606669
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1377849606682
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1377849606706
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1377849606720
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1377849606730
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1377849606730
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1383808554800
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1383808554800
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1383808554800
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1383808554800
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1383808554800
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1383808554800
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1383808554800
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1383808554800
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1383808554800
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1383808554800
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1383808554800
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1383808554800
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1383808554800
